648.09,1046,365.47,276.41
28.607,30.044,63.447,61.927
197.76,230.93,230.13,196.93
84.169,85.745,119.24,117.58
196.38,229.59,228.79,195.55
139.88,141.59,175.17,173.38
194.99,228.25,227.44,194.16
195.74,197.59,231.26,229.32
193.61,226.9,226.09,192.77
251.74,253.74,287.5,285.41
192.21,225.55,224.74,191.38
307.89,310.03,343.88,341.66
190.82,224.2,223.38,189.98
26.228,27.653,60.918,59.41
142.83,175.73,174.89,141.96
81.561,83.123,116.48,114.83
141.38,174.32,173.48,140.51
137.04,138.74,172.18,170.4
139.93,172.91,172.07,139.06
192.66,194.5,228.03,226.11
138.47,171.5,170.65,137.6
248.43,250.41,284.03,281.97
137.02,170.08,169.23,136.14
304.35,306.47,340.18,337.97
135.55,168.66,167.8,134.67
23.868,25.281,58.409,56.914
88.341,120.98,120.1,87.434
78.973,80.523,113.74,112.11
86.829,119.51,118.62,85.92
134.22,135.91,169.21,167.44
85.313,118.03,117.14,84.401
189.62,191.44,224.83,222.92
83.792,116.55,115.66,82.878
245.16,247.12,280.6,278.55
82.268,115.06,114.17,81.352
300.84,302.94,336.51,334.32
80.74,113.57,112.68,79.821
21.527,22.929,55.921,54.437
34.296,66.671,65.748,33.351
76.406,77.944,111.02,109.4
32.72,65.133,64.208,31.772
131.43,133.1,166.27,164.51
31.139,63.59,62.663,30.188
186.59,188.4,221.66,219.76
29.554,62.044,61.114,28.601
241.9,243.85,277.19,275.16
27.965,60.494,59.562,27.01
297.36,299.44,332.87,330.7
26.372,58.939,58.005,25.414
