1557.5,1086.1,1168.4,746.56
69.981,58.58,163.15,173.11
529.34,626.88,630,531.63
242.8,233.82,341.31,348.77
533.17,632.12,635.33,535.52
420.39,413.97,524.5,529.31
537.11,637.5,640.8,539.53
602.94,599.23,712.94,714.94
541.16,643.03,646.43,543.65
790.66,789.83,906.84,905.87
545.33,648.73,652.23,547.88
983.78,985.99,1106.5,1102.3
549.61,654.59,658.19,552.24
88.266,77.4,179.6,189.09
372.91,465.87,467.63,373.91
257.2,248.64,353.62,360.72
374.58,468.81,470.61,375.6
430.67,424.56,532.44,537.01
376.29,471.83,473.69,377.34
608.87,605.35,716.24,718.14
378.05,474.94,476.84,379.13
792,791.2,905.24,904.32
379.86,478.13,480.09,380.96
980.26,982.35,1099.7,1095.8
381.71,481.42,483.43,382.85
105.71,95.341,195.27,204.32
223.71,312.39,312.9,223.52
270.91,262.76,365.34,372.11
223.4,313.25,313.77,223.21
440.46,434.64,539.98,544.34
223.09,314.13,314.66,222.89
614.52,611.16,719.38,721.19
222.76,315.03,315.58,222.57
793.27,792.51,903.72,902.85
222.43,315.95,316.52,222.23
976.9,978.89,1093.2,1089.5
222.09,316.91,317.49,221.88
122.36,112.46,210.22,218.86
81.23,165.93,165.31,79.975
284.01,276.22,376.52,382.97
79.127,164.89,164.25,77.839
449.8,444.25,547.18,551.33
76.97,163.82,163.16,75.649
619.9,616.7,722.37,724.1
74.756,162.72,162.04,73.401
794.48,793.76,902.28,901.45
72.485,161.59,160.89,71.093
973.71,975.61,1087.1,1083.6
70.153,160.43,159.72,68.723
