1208.1,77.444,459.66,330.22
27.701,26.27,69.693,70.946
243.9,286.55,287.63,244.98
99.761,98.627,142.01,142.96
245.71,288.34,289.42,246.79
171.75,170.91,214.24,214.9
247.51,290.13,291.21,248.6
243.66,243.12,286.41,286.77
249.32,291.92,293,250.4
315.5,315.25,358.5,358.57
251.12,293.71,294.78,252.2
387.26,387.31,430.51,430.29
252.92,295.5,296.57,254
30.06,28.648,71.775,73.011
173.58,215.66,216.75,174.68
101.63,100.51,143.59,144.54
175.42,217.48,218.56,176.51
173.13,172.3,215.34,215.99
177.25,219.29,220.38,178.34
244.55,244.02,287.01,287.37
179.07,221.11,222.19,180.17
315.9,315.66,358.61,358.68
180.9,222.92,224,182
387.18,387.23,430.14,429.91
182.73,224.73,225.81,183.82
32.387,30.995,73.829,75.048
104.22,145.73,146.83,105.33
103.47,102.37,145.16,146.09
106.07,147.57,148.67,107.19
174.49,173.67,216.42,217.06
107.93,149.41,150.51,109.04
245.43,244.9,287.61,287.96
109.78,151.24,152.34,110.89
316.3,316.06,358.72,358.79
111.63,153.08,154.18,112.74
387.1,387.15,429.77,429.55
113.47,154.91,156.01,114.58
34.683,33.309,75.855,77.057
35.784,76.735,77.853,36.91
105.29,104.2,146.71,147.62
37.661,78.599,79.716,38.786
175.83,175.03,217.49,218.12
39.535,80.46,81.576,40.659
246.3,245.78,288.2,288.54
41.408,82.32,83.435,42.531
316.69,316.46,358.83,358.9
43.279,84.178,85.292,44.401
387.02,387.07,429.4,429.18
45.148,86.034,87.147,46.269
