1759.5,908.49,468.59,362.35
32.883,26.456,66.201,72.495
272.09,314.24,315.68,273.26
99.179,92.975,133.56,139.63
274.05,316.66,318.13,275.25
166.88,160.91,202.36,208.19
276.05,319.12,320.62,277.28
236.02,230.3,272.65,278.22
278.1,321.64,323.17,279.35
306.66,301.19,344.47,349.78
280.19,324.21,325.78,281.47
378.84,373.64,417.88,422.91
282.33,326.84,328.44,283.63
43.472,37.136,76.661,82.865
202.64,244.19,245.18,203.37
109.4,103.29,143.64,149.62
203.86,245.85,246.87,204.61
176.71,170.83,212.04,217.78
205.11,247.55,248.59,205.88
245.45,239.81,281.91,287.4
206.39,249.29,250.35,207.17
315.66,310.28,353.29,358.51
207.7,251.06,252.15,208.5
387.39,382.28,426.23,431.18
209.03,252.88,253.98,209.85
53.91,47.665,86.971,93.087
134.17,175.13,175.69,134.47
119.47,113.45,153.57,159.46
134.68,176.07,176.64,134.99
186.4,180.6,221.58,227.23
135.2,177.03,177.61,135.52
254.74,249.18,291.03,296.44
135.74,178.01,178.6,136.06
324.53,319.22,361.97,367.12
136.28,179.01,179.61,136.61
395.82,390.78,434.46,439.34
136.84,180.03,180.65,137.18
64.202,58.044,97.135,103.16
66.665,107.05,107.19,66.556
129.4,123.46,163.36,169.17
66.483,107.28,107.43,66.372
195.95,190.24,230.98,236.55
66.297,107.52,107.67,66.183
263.89,258.42,300.02,305.34
66.107,107.76,107.91,65.991
333.27,328.04,370.53,375.6
65.913,108.01,108.16,65.794
404.13,399.16,442.56,447.37
65.714,108.26,108.42,65.593
