1725.1,1068.9,695.83,517.02
41.303,42.896,109.16,107.6
374.55,438.56,437.77,373.79
151.76,153.3,219.47,217.95
373.28,437.24,436.45,372.52
262.05,263.54,329.6,328.14
372.01,435.92,435.13,371.25
372.16,373.61,439.56,438.15
370.74,434.6,433.81,369.98
482.1,483.5,549.35,547.99
369.47,433.28,432.49,368.71
591.87,593.22,658.97,657.65
368.2,431.97,431.18,367.45
38.645,40.24,106.56,104.99
267.75,331.85,331.11,267.03
149.19,150.73,216.94,215.43
266.56,330.61,329.87,265.84
259.55,261.05,327.16,325.69
265.37,329.37,328.63,264.65
369.75,371.2,437.2,435.79
264.18,328.13,327.39,263.47
479.78,481.17,547.08,545.71
262.99,326.9,326.16,262.28
589.63,590.98,656.78,655.46
261.81,325.66,324.93,261.1
35.982,37.58,103.95,102.38
160.78,224.98,224.29,160.12
146.61,148.16,214.42,212.9
159.68,223.82,223.13,159.01
257.06,258.56,324.72,323.25
158.57,222.67,221.97,157.91
367.34,368.79,434.84,433.42
157.46,221.51,220.82,156.8
477.44,478.84,544.8,543.43
156.36,220.36,219.67,155.7
587.38,588.73,654.58,653.26
155.26,219.21,218.52,154.6
33.316,34.916,101.33,99.762
53.665,117.96,117.31,53.049
144.02,145.57,211.89,210.37
52.639,116.88,116.24,52.025
254.56,256.06,322.27,320.8
51.615,115.81,115.16,51.002
364.92,366.37,432.48,431.05
50.593,114.73,114.09,49.98
475.11,476.51,542.51,541.14
49.572,113.66,113.02,48.961
585.13,586.48,652.38,651.05
48.553,112.6,111.96,47.942
