531.53,1222.4,348.14,265.79
22.43,21.831,53.514,54.025
186.7,217.93,217.97,186.65
75.183,74.731,106.7,107.06
186.61,217.99,218.03,186.56
128.41,128.11,160.37,160.58
186.53,218.05,218.09,186.48
182.13,181.98,214.54,214.59
186.45,218.11,218.15,186.4
236.34,236.34,269.2,269.1
186.36,218.17,218.21,186.31
291.04,291.21,324.37,324.11
186.28,218.23,218.27,186.22
23.422,22.828,54.365,54.871
135.03,165.97,165.87,134.84
75.931,75.483,107.3,107.66
134.71,165.79,165.69,134.52
128.91,128.61,160.72,160.93
134.4,165.62,165.51,134.21
182.38,182.23,214.63,214.69
134.08,165.44,165.33,133.88
236.33,236.33,269.03,268.93
133.75,165.26,165.15,133.56
290.77,290.93,323.93,323.67
133.43,165.08,164.97,133.23
24.405,23.817,55.208,55.71
83.841,114.5,114.25,83.517
76.672,76.229,107.9,108.26
83.3,114.09,113.84,82.973
129.41,129.11,161.07,161.28
82.754,113.68,113.43,82.424
182.62,182.47,214.72,214.78
82.203,113.27,113.02,81.87
236.31,236.32,268.86,268.76
81.646,112.85,112.6,81.31
290.5,290.66,323.5,323.24
81.085,112.43,112.18,80.746
25.379,24.796,56.043,56.54
33.13,63.5,63.122,32.672
77.407,76.967,108.49,108.85
32.366,62.869,62.488,31.904
129.9,129.61,161.42,161.62
31.594,62.232,61.847,31.128
182.86,182.72,214.81,214.87
30.816,61.59,61.202,30.346
236.3,236.31,268.7,268.6
30.031,60.942,60.55,29.557
290.23,290.39,323.07,322.82
29.239,60.288,59.892,28.761
