1005.2,751.9,535.42,339.43
29.425,26.855,80.184,82.401
259.3,306.08,305.47,258.89
117.48,115.5,168.11,169.75
258.61,305.07,304.47,258.2
204.37,202.96,254.88,255.95
257.93,304.08,303.49,257.53
290.12,289.26,340.49,341.02
257.26,303.09,302.51,256.86
374.74,374.42,424.98,424.98
256.6,302.13,301.55,256.21
458.26,458.47,508.37,507.85
255.95,301.17,300.6,255.56
33.635,31.12,83.863,86.032
182.67,228.45,228.16,182.57
120.73,118.79,170.84,172.44
182.5,227.97,227.69,182.39
206.69,205.3,256.67,257.72
182.32,227.5,227.22,182.22
291.52,290.68,341.37,341.89
182.15,227.03,226.75,182.05
375.25,374.95,424.98,424.98
181.99,226.57,226.29,181.89
457.91,458.12,507.51,507
181.82,226.11,225.84,181.72
37.756,35.294,87.463,89.587
107.66,152.48,152.49,107.85
123.92,122.01,173.5,175.07
107.98,152.5,152.52,108.16
208.95,207.6,258.42,259.45
108.29,152.52,152.54,108.47
292.9,292.07,342.23,342.74
108.6,152.55,152.56,108.78
375.76,375.46,424.98,424.97
108.9,152.57,152.58,109.08
457.57,457.77,506.66,506.16
109.2,152.59,152.61,109.38
41.791,39.38,90.988,93.068
34.209,78.094,78.4,34.684
127.03,125.17,176.11,177.65
34.998,78.602,78.904,35.467
211.18,209.85,260.13,261.14
35.777,79.104,79.402,36.24
294.24,293.44,343.08,343.58
36.546,79.599,79.893,37.003
376.26,375.96,424.97,424.97
37.305,80.088,80.378,37.756
457.24,457.44,505.83,505.34
38.055,80.57,80.857,38.5
