149.88,761.43,402.66,310.39
28.418,28.195,66.13,66.311
238.93,275.02,274.63,238.63
91.469,91.315,128.94,129.05
238.43,274.37,273.99,238.13
154.01,153.92,191.23,191.28
237.94,273.73,273.35,237.64
216.03,216.01,253.02,253
237.44,273.09,272.71,237.15
277.55,277.6,314.31,314.23
236.96,272.46,272.08,236.67
338.58,338.69,375.11,374.96
236.47,271.83,271.46,236.19
28.788,28.566,66.432,66.612
178.95,214.91,214.67,178.8
91.725,91.572,129.13,129.24
178.7,214.51,214.28,178.55
154.15,154.06,191.31,191.36
178.45,214.12,213.88,178.3
216.06,216.04,252.99,252.97
178.2,213.72,213.49,178.05
277.48,277.52,314.17,314.09
177.96,213.33,213.1,177.81
338.4,338.51,374.86,374.71
177.71,212.94,212.71,177.57
29.156,28.935,66.733,66.913
119.19,155.02,154.93,119.19
91.98,91.827,129.32,129.43
119.19,154.87,154.78,119.18
154.29,154.21,191.39,191.44
119.18,154.72,154.63,119.17
216.1,216.08,252.96,252.94
119.17,154.56,154.47,119.17
277.4,277.45,314.03,313.95
119.16,154.41,154.32,119.16
338.22,338.32,374.61,374.47
119.16,154.26,154.18,119.15
29.524,29.304,67.032,67.212
59.644,95.348,95.402,59.786
92.235,92.082,129.5,129.62
59.88,95.438,95.491,60.021
154.43,154.35,191.47,191.51
60.114,95.527,95.58,60.253
216.13,216.11,252.93,252.91
60.346,95.615,95.668,60.484
277.33,277.37,313.89,313.81
60.576,95.703,95.755,60.713
338.03,338.14,374.37,374.22
60.804,95.79,95.842,60.94
